id_0,iso,name_0,id_1,name_1,id_2,name_2,id_3,name_3,type_3,engtype_3,nl_name_3,varname_3
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"144",Phước An,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"145",Phước Khánh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"146",Phước Thiền,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"147",Phú Đông,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"148",Phú Hội,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"149",Phú Thạnh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"13",Nhơn Trạch,"150",Vinh Thánh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"151",đắck lua,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"152",Nam Cát Tiên,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"153",Núi Tượng,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"154",Phú Điền,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"155",Phú An,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"156",Phú Bình,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"157",Phú Lâm,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"158",Phú Lộc,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"159",Phú Lập,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"160",Phú Sơn,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"161",Phú Thánh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"162",Phú Thịnh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"163",Phú Trung,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"164",Phú Xuân,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"165",Tà Lài,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"166",Tân Phú,Townlet,Townlet,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"167",Thánh Sơn,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"14",Tân Phú,"168",Trà Cổ,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"169",Bàu Hàm II,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"170",Gia Kiệm,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"171",Gia Tân I,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"172",Gia Tân II,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"173",Gia Tân III,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"174",Hưng Lộc,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"175",Lộ 25,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"176",Quang Trung,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"177",Xuân Thạnh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"15",Thống Nhất,"178",Xuân Thiện,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"179",Đông Hòa,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"180",Đồi 61,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"181",An Viễn,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"182",Bàu Hàm I,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"183",Bình Minh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"184",Bắc Sơn,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"185",Cây Gáo,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"186",Giang Điền,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"187",Hố Nai 3,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"188",Hưng Thịnh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"189",Quảng Tiến,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"190",Sông Thao,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"191",Sông Trầu,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"192",Tây Hòa,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"193",Thánh Bình,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"194",Trảng Bom,Townlet,Townlet,,
"250",VNM,Vietnam,"2",Đồng Nai,"16",Trảng Bom,"195",Trung Hòa,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"196",Bình Hòa,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"197",Bình Lợi,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"198",Huổi Liêm,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"199",Mễ Đµ,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"200",Phú Lý,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"201",Tân An,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"202",Tân Bình,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"203",Thạnh Phú,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"204",Thiện Tân,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"205",Trị An,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"206",Vĩnh An,Townlet,Townlet,,
"250",VNM,Vietnam,"2",Đồng Nai,"17",Vĩnh Cửu,"207",Vĩnh Tân,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"208",Bảo Hau,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"209",Gia Ray,Townlet,Townlet,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"210",Lang Minh,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"211",Suèi Cát,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"212",Suèi Cao,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"213",Xuân Đình,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"214",Xuân Bắc,Commune,Commune,,
