id_0,iso,name_0,objectid_1,iso3,name_engli,name_iso,name_fao,name_local,name_obsol,name_varia,name_nonla,name_frenc,name_spani,name_russi,name_arabi,name_chine,waspartof,contains,sovereign,iso2,www,fips,ison,validfr,validto,pop2000,sqkm,popsqkm,unregion1,unregion2,developing,cis,transition,oecd,wbregion,wbincome,wbdebt,wbother,ceeac,cemac,ceplg,comesa,eac,ecowas,igad,ioc,mru,sacu,uemoa,uma,palop,parta,cacm,eurasec,agadir,saarc,asean,nafta,gcc,csn,caricom,eu,can,acp,landlocked,aosis,sids,islands,ldc
"250",VNM,Vietnam,"245",VNM,Vietnam,VIET NAM,Viet Nam,Viet Nam,Annam|Cochin-China|Tongking,,,Viêt Nam,Vietnam,Вьетнам,فيتنام,越南,,North Vietnam|South Vietnam,Vietnam,VN,,VM,"704",Unknown,Present,"78136913","327122.594","238.861253955",South-Eastern Asia,Asia,"1","0","0","0",East Asia & Pacific,Low income,Less indebted,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
